question,answer
항공경영학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
학교 시설은 어떤가요?,"본관과 1호관 ~ 11호관 건물, 생활관 및 복사실, 주차장 등 다양한 편의시설이 있습니다. "
주차장이 있나요?,"있습니다. 캠퍼스 내 다수의 주차칸이 있으며, 주차칸이 모두 사용 중일 때에는 운동장에 주차를 할 수 있습니다."
주차장 정기권이 있나요?,"1달 정기권과 6개월 정기권이 있으며, 각각 15, 000원과 60, 000원 입니다. 다만 우리대학 주차관리실에 등록해야 합니다."
주차장 이용비가 있나요?,있습니다. 이용비는 시간당 비용 부과 방식과 정기권 이용 방식으로 결제할 수 있습니다.
주차비는 얼마인가요?,"우리대학 주차관리실에 등록한 학생이라면 1시간 무료 + 시간당 300원의 비용이 발생합니다. 일반 방문차량은 20분 무료, 최초 30분 1, 000원 + 30분당 500원의 비용이 발생합니다."
주차장 할인권이 뭔가요?,"우리대학 주차관리실에 등록된 계정에서 구매 가능한 할인권으로, 1시간 500원, 4시간 1, 000원, 24시간 2, 000원으로 총 3가지의 할인권이 있습니다."
편의시설은 어떤게 있나요?,"캠퍼스 내 CU 편의점 2곳, 카페, 학생식당, 복사실, 휴게실, 개방PC실, 스터디카페 등이 있습니다. 자세한 사항 및 사진은 우리대학 홈페이지를 참고하시기 바랍니다."
개방 PC실이 뭔가요?,우리대학 학생이라면 제한없이 사용 가능한 공용 PC가 있는 곳 입니다.
개방 PC실에 대해서 설명해주세요.,우리대학 학생이라면 제한없이 사용 가능한 공용 PC가 있는 곳 입니다.
휴게실에 대해서 설명해주세요.,"우리대학 여학생이 이용할 수 있는 휴게실로, 6호관 1층 111호에 위치해 있습니다."
동아리는 어떤게 있나요?,"동아리는 일반동아리와 전공동아리, 총 2개로 나뉘어집니다. 일반동아리는 학과 구분없이 우리대학 학생이면 모두 가입 가능하며 문화예술, 학술, 체육 등 다양한 분야를 중점으로 활동합니다. 전공동아리는 학과별로 구분되며 각 학과의 지도교수님과 학생들로 구성되어 전공소양을 쌓고 다양한 활동을 하는 것을 중점으로 활동합니다."
일반동아리는 어떤 동아리들이 있나요?,"문화예술, 봉사, 종교, 체육, 학술 총 5개 분야가 있으며, 각 분야 소속 동아리는 다음과 같습니다. 문화예술: 만화패알, 인하DSLR, A.S.A, IL.D, T·△·S 봉사: 인하원점회 종교: 한국대학생선교회 체육: 인하태권도, 인하테니스, 인하행글라이더, INSSA, 산악부 학술: 외솔동인회, IECC"
만화패알은 어떤 동아리인가요?,"만화패알의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 만화를 좋아하는 사람들의 친목도모 활동 : 만화축제 참여, 학교축제 참여 회원수 : 45명 지도교수 : 변창우"
인하DSLR은 어떤 동아리인가요?,"인하DSLR의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 사진을 좋아하는 사람들의 취미활동 및 친목도모 활동 : 근교 명소 출사, 사진전시회 참관 등 회원수 : 22명 지도교수 : 박경식"
A.S.A는 어떤 동아리인가요?,"A.S.A의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 악기연주, 노래연습을 통한 그룹공연 활동 : 정기공연, 학교행사 찬조 출연 회원수 : 32명 지도교수 : 김희동"
IL.D는 어떤 동아리인가요?,"IL.D의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 춤(dance) 연습 및 공연활동 활동 : 선후배 체육대회, 학교축제 참여 회원수 : 42명 지도교수 : 김동식"
T·△·S는 어떤 동아리인가요?,"T·△·S의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 악기연주, 노래연습을 통한 그룹공연 활동 : 정기공연, 학교행사 찬조 출연 회원수 : 28명 지도교수 : 박용석"
인하원점회는 어떤 동아리인가요?,인하원점회의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 불우이웃을 위한 재능기부 및 봉사활동 활동 : 독거노인 생필품 지원 김장 봉사 회원수 : 51명 지도교수 : 최원근
한국대학생선교회는 어떤 동아리인가요?,한국대학생선교회의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 캠퍼스내 기독교 학생들의 교류 활동 : 신입생모집 및 선교대회 및 수련회 참여 회원수 : 21명 지도교수 : 박형진
 인하태권도는 어떤 동아리인가요?," 인하태권도의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 태권도 수련을 통한 심신단련 활동 : 학기별 태권도 수련회, 승단 시험 회원수 : 28명 지도교수 : 현승권"
 인하테니스는 어떤 동아리인가요?,"인하테니스의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 테니스를 통한 체력단련 및 친목도모 활동 : 수시모임, 테니스 운동 회원수 : 64명 지도교수 : 정영한"
 인하행글라이더는 어떤 동아리인가요?,인하행글라이더의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 행글라이더 비행 인재양성 활동 : 행글라이더 비행 연습 회원수 : 28명 지도교수 : 정남균
INSSA는 어떤 동아리인가요?,INSSA의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 축구를 통한 친목도모 활동 : 축구연습 친선경기 회원수 : 52명 지도교수 : 김미숙
 산악부는 어떤 동아리인가요?,"산악부의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 산악인의 사명감과 소양 함양 활동 : 암벽등반, 백패킹야영, 글라이밍 훈련 회원수 : 37명 지도교수 : 장은석"
 외솔동인회는 어떤 동아리인가요?,"외솔동인회의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 독서토론을 통한 자기개발 활동 : 독서, 독서토론회 회원수 : 37명 지도교수 : 이석영"
 IECC는 어떤 동아리인가요?,IECC의 정보는 2022년 기준으로 다음과 같습니다. 목적 : 영어회화 능력향상 활동 : 스터디그룹 구성 및 평가 회원수 : 35명 지도교수 : 김정현
전공동아리는 어떤 동아리들이 있나요?,전체 학과중 21개의 학과에서 41개의 전공동아리가 개설되어 있습니다.
기계공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 파이 회원수: 10명 지도교수: 박용석
기계설계공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: ICS(Inha Cad Study) 회원수: 15명 지도교수: 장동환
메카트로닉스공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: RPM(Robot Power of Mechatronics) 회원수: 12명 지도교수: 고정환  동아리명: 모터 드라이빙 회원수: 17명 지도교수: 신정호
조선기계공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 요트부(구.인하요트연구회) 회원수: 12명 지도교수: 이준  동아리명: 바다컴(BADA-COM) 회원수: 10명 지도교수: 류철호  동아리명: 인하무인선연구회 회원수: 10명 지도교수: 김현수
자동차공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: Powertrain연구회 회원수: 14명 지도교수: 김종우
전기공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: OpenGL 다이나믹 시뮬레이터 회원수: 10명 지도교수: 김상욱
전자공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 카오스 회원수: 27명 지도교수: 김동원  동아리명: RS[알에스](로봇사랑) 회원수: 28명 지도교수: 구자일
컴퓨터정보공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 모죽 회원수: 24명 지도교수: 조규철
컴퓨터시스템공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: J.A.P. 회원수: 26명 지도교수: 김기태  동아리명: ISI(Integrated System Interface) 회원수: 10명 지도교수: 김동식  동아리명: 유사모랩(u-SAMO LAB) 회원수: 32명 지도교수: 이세훈  동아리명: T3(The Talking Tag) 회원수: 11명 지도교수: 박병섭  동아리명: Object(오브젝트) 회원수: 15명 지도교수: 김철진
건설환경공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 기사이 회원수: 11명 지도교수: 이성태  동아리명: IIS(Inhatec Infra-Safety) 회원수: 10명 지도교수: 남진원  동아리명: 인하 크리에이터 회원수: 10명 지도교수: 곽창원  동아리명:WOW(Water Of Wonder) 회원수: 12명 지도교수: 조용현
공간정보빅데이터학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: GeoIoT 회원수: 46명 지도교수: 주용진  동아리명: 드론 아이(Eye) 회원수: 15명 지도교수: 김응남
건축학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 어간마루 회원수: 22명 지도교수: 김희교  동아리명: TETRIS(테트리스) 회원수: 26명 지도교수: 홍덕기  동아리명: actionBIM(액션비아이엠) 회원수: 19명 지도교수: 윤여진
실내건축학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 월 & 스페이스(Wall & Space) 회원수: 31명 지도교수: 조영배
화학생명공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: T.C.B. 회원수: 10명 지도교수: 이재성
재료공학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 쇠부리 회원수: 21명 지도교수: 이충도  동아리명: CAST 회원수: 11명 지도교수: 최봉재  동아리명: TED(Thin Film&Elecrtro-Deposition) 회원수: 10명 지도교수: 김경보
항공운항과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: E&M(EnM) 회원수: 15명 지도교수: 유문주  동아리명: VoA(Voice of ACSM) 회원수: 25명 지도교수: 예경희/김진실  동아리명: ACC(Aircrew Conversation Club) 회원수: 15명 지도교수: 박수진/김지영
항공경영학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 항공정보동아리 회원수: 16명 지도교수: 이휘영
관광경영학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 관광삼락 회원수: 54명 지도교수: 김재호
호텔경영학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 바블렛(구.아이딜링) 회원수: 17명 지도교수: 봉미희  동아리명: Petit Hotelier(쁘띠 호텔리어) 회원수: 21명 지도교수: 채신석
경영비서학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: B.P.S.(Be a Professional Secretary) 회원수: 18명 지도교수: 김성진
산업디자인학과는 어떤 전공동아리가 있나요?,2022년 기준으로 다음과 같습니다. 동아리명: 가마터 회원수: 25명 지도교수: 류남희  동아리명: CGV(Computer Graphic Visual) 회원수: 20명 지도교수: 장은석
축제가 있나요?,"있습니다. 원점문화축제라고 하며, 매년 9~10월에 실시하고 있습니다."
축체에선 어떤걸 하나요?,"희망하는 학과/동아리별 특색있는 체험형 부스를 운영하며, 푸드트럭을 초청해 먹거리를 구매할 수 있는 환경을 조성합니다. 자체적으로 음식점 및 주점은 운영할 수 없으며 가요제, 가수초청 등 다양한 볼거리를 즐길 수 있습니다."
원점문화축제에선 어떤걸 하나요?,"희망하는 학과/동아리별 특색있는 체험형 부스를 운영하며, 푸드트럭을 초청해 먹거리를 구매할 수 있는 환경을 조성합니다. 자체적으로 음식점 및 주점은 운영할 수 없으며 가요제, 가수초청 등 다양한 볼거리를 즐길 수 있습니다."
